enrollment_id,employee_id,expected_exception_type,expected_severity,expected_business_impact
ENR000015221,EE0004157,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000015229,EE0004159,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000015241,EE0004162,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000015242,EE0004162,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000015261,EE0004167,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000015269,EE0004169,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000015287,EE0004174,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000015324,EE0004185,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000015334,EE0004187,DUPLICATE_ACTIVE_ELIGIBILITY,Medium,Multiple active eligibility rows may cause billing or claims-processing errors.
ENR000015345,EE0004192,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000015351,EE0004194,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000015352,EE0004194,DUPLICATE_ACTIVE_ELIGIBILITY,Medium,Multiple active eligibility rows may cause billing or claims-processing errors.
ENR000015492,EE0004236,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000015502,EE0004240,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000015507,EE0004241,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000015578,EE0004261,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000015580,EE0004262,DUPLICATE_ACTIVE_ELIGIBILITY,Medium,Multiple active eligibility rows may cause billing or claims-processing errors.
ENR000015605,EE0004268,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000015626,EE0004277,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000015654,EE0004283,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000015681,EE0004291,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000015685,EE0004292,PLAN_MISMATCH,High,Approved plan differs from the employer election.
ENR000015687,EE0004292,DUPLICATE_ACTIVE_ELIGIBILITY,Medium,Multiple active eligibility rows may cause billing or claims-processing errors.
ENR000015697,EE0004294,DUPLICATE_ACTIVE_ELIGIBILITY,Medium,Multiple active eligibility rows may cause billing or claims-processing errors.
ENR000015723,EE0004303,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000015748,EE0004312,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000015749,EE0004312,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000015753,EE0004313,DUPLICATE_ACTIVE_ELIGIBILITY,Medium,Multiple active eligibility rows may cause billing or claims-processing errors.
ENR000015783,EE0004321,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000015793,EE0004324,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000015802,EE0004326,PLAN_MISMATCH,High,Approved plan differs from the employer election.
ENR000015824,EE0004332,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000015828,EE0004333,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000015865,EE0004342,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000015868,EE0004343,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000015904,EE0004355,DUPLICATE_ACTIVE_ELIGIBILITY,Medium,Multiple active eligibility rows may cause billing or claims-processing errors.
ENR000015942,EE0004366,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000015966,EE0004373,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000015974,EE0004374,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000015981,EE0004376,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000016015,EE0004386,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000016022,EE0004388,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000016064,EE0004403,PLAN_MISMATCH,High,Approved plan differs from the employer election.
ENR000016065,EE0004403,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000016076,EE0004407,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000016084,EE0004408,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000016105,EE0004415,PLAN_MISMATCH,High,Approved plan differs from the employer election.
ENR000016113,EE0004417,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000016136,EE0004423,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000016140,EE0004425,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000016141,EE0004425,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000016161,EE0004430,PLAN_MISMATCH,High,Approved plan differs from the employer election.
ENR000016162,EE0004430,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000016202,EE0004441,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000016220,EE0004446,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000016232,EE0004449,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000016234,EE0004450,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000016296,EE0004468,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000016309,EE0004471,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000016324,EE0004475,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000016346,EE0004481,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000016350,EE0004481,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000016356,EE0004483,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000016360,EE0004483,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000016363,EE0004484,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000016364,EE0004484,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000016399,EE0004493,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000016409,EE0004497,PLAN_MISMATCH,High,Approved plan differs from the employer election.
ENR000016417,EE0004498,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000016427,EE0004500,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000016431,EE0004502,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000016435,EE0004503,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000016463,EE0004510,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000016475,EE0004512,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000016493,EE0004518,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000016513,EE0004522,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000016532,EE0004526,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000016561,EE0004536,PLAN_MISMATCH,High,Approved plan differs from the employer election.
ENR000016578,EE0004540,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000016593,EE0004543,DUPLICATE_ACTIVE_ELIGIBILITY,Medium,Multiple active eligibility rows may cause billing or claims-processing errors.
ENR000016596,EE0004544,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000016676,EE0004567,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000016688,EE0004571,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000016729,EE0004581,PLAN_MISMATCH,High,Approved plan differs from the employer election.
ENR000016758,EE0004587,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000016759,EE0004587,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000016762,EE0004588,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000016778,EE0004592,PLAN_MISMATCH,High,Approved plan differs from the employer election.
ENR000016823,EE0004603,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000016824,EE0004603,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000016834,EE0004606,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000016889,EE0004622,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000016898,EE0004624,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000016915,EE0004628,PLAN_MISMATCH,High,Approved plan differs from the employer election.
ENR000016916,EE0004628,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000016917,EE0004628,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000016948,EE0004636,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000016955,EE0004637,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000017019,EE0004653,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000017055,EE0004664,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000017074,EE0004671,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000017095,EE0004676,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000017099,EE0004677,DUPLICATE_ACTIVE_ELIGIBILITY,Medium,Multiple active eligibility rows may cause billing or claims-processing errors.
ENR000017105,EE0004678,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000017114,EE0004680,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000017115,EE0004680,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000017123,EE0004684,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000017137,EE0004688,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000017140,EE0004689,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000017153,EE0004692,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000017182,EE0004699,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000017197,EE0004702,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000017211,EE0004706,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000017219,EE0004707,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000017228,EE0004710,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000017241,EE0004713,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000017297,EE0004732,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000017324,EE0004739,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000017344,EE0004744,PLAN_MISMATCH,High,Approved plan differs from the employer election.
ENR000017350,EE0004745,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000017432,EE0004768,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000017435,EE0004770,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000017448,EE0004774,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000017450,EE0004774,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000017456,EE0004775,DUPLICATE_ACTIVE_ELIGIBILITY,Medium,Multiple active eligibility rows may cause billing or claims-processing errors.
ENR000017523,EE0004796,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000017559,EE0004804,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000017579,EE0004811,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000017595,EE0004816,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000017634,EE0004827,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000017652,EE0004831,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000017659,EE0004833,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000017699,EE0004845,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000017706,EE0004846,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000017708,EE0004848,DUPLICATE_ACTIVE_ELIGIBILITY,Medium,Multiple active eligibility rows may cause billing or claims-processing errors.
ENR000017710,EE0004848,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000017732,EE0004855,DUPLICATE_ACTIVE_ELIGIBILITY,Medium,Multiple active eligibility rows may cause billing or claims-processing errors.
ENR000017742,EE0004857,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000017769,EE0004866,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000017783,EE0004871,PLAN_MISMATCH,High,Approved plan differs from the employer election.
ENR000017810,EE0004881,DUPLICATE_ACTIVE_ELIGIBILITY,Medium,Multiple active eligibility rows may cause billing or claims-processing errors.
ENR000017827,EE0004889,PLAN_MISMATCH,High,Approved plan differs from the employer election.
ENR000017861,EE0004901,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000017870,EE0004903,MISSING_ELIGIBILITY,High,Requested coverage was not established.
ENR000017874,EE0004905,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
ENR000017900,EE0004914,DELAYED_ELIGIBILITY_START,High,Eligibility begins after the requested coverage date.
